3e-07    0.479125
3.0001e-07    0.47652
3.0002e-07    0.477844
3.0003e-07    0.478258
3.0004e-07    0.477728
3.0005e-07    0.477313
3.0006e-07    0.474952
3.0007e-07    0.471323
3.0008e-07    0.469204
3.0009e-07    0.469735
3.001e-07    0.46924
3.0011e-07    0.467064
3.0012e-07    0.465363
3.0013e-07    0.462862
3.0014e-07    0.461001
3.0015e-07    0.461473
3.0016e-07    0.465207
3.0017e-07    0.472212
3.0018e-07    0.477461
3.0019e-07    0.480539
3.002e-07    0.481917
3.0021e-07    0.48091
3.0022e-07    0.476061
3.0023e-07    0.473294
3.0024e-07    0.472527
3.0025e-07    0.474843
3.0026e-07    0.475444
3.0027e-07    0.474489
3.0028e-07    0.470866
3.0029e-07    0.469493
3.003e-07    0.468871
3.0031e-07    0.468257
3.0032e-07    0.466262
3.0033e-07    0.465373
3.0034e-07    0.464996
3.0035e-07    0.461502
3.0036e-07    0.464288
3.0037e-07    0.466421
3.0038e-07    0.464973
3.0039e-07    0.462809
3.004e-07    0.464643
3.0041e-07    0.467048
3.0042e-07    0.46629
3.0043e-07    0.465439
3.0044e-07    0.466051
3.0045e-07    0.472067
3.0046e-07    0.476246
3.0047e-07    0.478206
3.0048e-07    0.477762
3.0049e-07    0.473339
3.005e-07    0.471238
3.0051e-07    0.470733
3.0052e-07    0.471475
3.0053e-07    0.474948
3.0054e-07    0.480899
3.0055e-07    0.48248
3.0056e-07    0.478767
3.0057e-07    0.474578
3.0058e-07    0.470925
3.0059e-07    0.465725
3.006e-07    0.460762
3.0061e-07    0.460428
3.0062e-07    0.45812
3.0063e-07    0.457275
3.0064e-07    0.457081
3.0065e-07    0.457591
3.0066e-07    0.45987
3.0067e-07    0.463749
3.0068e-07    0.466388
3.0069e-07    0.469603
3.007e-07    0.471112
3.0071e-07    0.470495
3.0072e-07    0.469724
3.0073e-07    0.466289
3.0074e-07    0.464656
3.0075e-07    0.462007
3.0076e-07    0.461389
3.0077e-07    0.462385
3.0078e-07    0.464644
3.0079e-07    0.471275
3.008e-07    0.475733
3.0081e-07    0.477249
3.0082e-07    0.474509
3.0083e-07    0.474031
3.0084e-07    0.47215
3.0085e-07    0.470162
3.0086e-07    0.471342
3.0087e-07    0.471319
3.0088e-07    0.469793
3.0089e-07    0.4722
3.009e-07    0.47408
3.0091e-07    0.474561
3.0092e-07    0.474294
3.0093e-07    0.474974
3.0094e-07    0.476782
3.0095e-07    0.479167
3.0096e-07    0.480358
3.0097e-07    0.478105
3.0098e-07    0.479009
3.0099e-07    0.480219
3.01e-07    0.482093
3.0101e-07    0.482261
3.0102e-07    0.479861
3.0103e-07    0.475323
3.0104e-07    0.471983
3.0105e-07    0.470268
3.0106e-07    0.466403
3.0107e-07    0.463688
3.0108e-07    0.464437
3.0109e-07    0.464562
3.011e-07    0.467649
3.0111e-07    0.469308
3.0112e-07    0.469555
3.0113e-07    0.470752
3.0114e-07    0.472976
3.0115e-07    0.472868
3.0116e-07    0.468691
3.0117e-07    0.462342
3.0118e-07    0.458124
3.0119e-07    0.455875
3.012e-07    0.456742
3.0121e-07    0.461078
3.0122e-07    0.464253
