# for b = 36km/s
SiII     14  1260.422   8.394E-04
SiII     14  1193.290   1.096E-03
SiII     14  1190.416   1.097E-03
SiII     14  1020.699   1.539E-04
SiII     14   989.873   1.491E-04
SiIII    14  1206.500   6.755E-04
SiIV     14  1393.760   2.769E-04
SiIV     14  1402.773   2.730E-04
PI       15  1774.949   9.345E-05
PI       15  1782.829   9.386E-05
PII      15  1532.533   1.617E-06
PII      15  1301.874   1.388E-05
PII      15  1152.818   3.137E-04
PII      15   963.801   8.827E-04
PII      15   961.041   1.082E-03
PIII     15  1334.813   1.866E-05
PIII     15   998.000   4.901E-04
PIII     15   917.118   9.698E-04
PIII     15   913.968   9.685E-04
PIV      15   950.657   7.718E-04
SI       17  1807.311   2.083E-04
SI       17  1473.994   5.801E-05
SI       17  1295.653   9.693E-05
SII      17  1259.518   1.266E-05
SII      17  1253.805   1.253E-05
SII      17  1250.578   1.252E-05
SIII     17  1190.203   1.711E-05
SIII     17  1012.495   6.152E-05
SIV      17  1062.664   3.883E-05
ClI      19  1347.239   1.885E-04
ArI      20  1066.659   2.907E-05
ArI      20  1048.219   6.881E-06
CaI      21  4227.918   2.056E-04
CaI      21  2276.169   1.429E-05
CaII     21  3934.775   1.256E-04
CaII     21  3969.590   1.236E-04
TiII     22  3384.730   1.338E-04
TiII     22  3242.918   1.788E-04
TiII     22  3230.122   1.781E-04
TiII     22  3073.863   1.778E-04
TiII     22  3067.238   1.732E-04
TiII     22  1910.954   6.173E-05
TiII     22  1910.612   1.800E-04
TiIII    22  1298.697   1.863E-04
TiIII    22  1295.884   4.860E-05
CrII     23  2066.164   1.986E-04
CrII     23  2062.236   1.930E-04
CrII     23  2056.257   1.929E-04
MnII     24  2606.462   1.427E-04
MnII     24  2594.499   1.452E-04
MnII     24  2576.877   1.463E-04
MnII     24  1201.118   1.898E-04
MnII     24  1199.391   1.895E-04
MnII     24  1197.184   1.889E-04
MnII     24  1162.015   9.121E-06
FeI      25  3720.993   1.252E-05
FeI      25  3021.519   1.054E-04
FeI      25  2967.765   7.780E-05
FeI      25  2719.833   9.825E-05
FeI      25  2523.608   2.005E-04
FeI      25  2501.886   1.988E-04
FeI      25  2484.021   2.564E-04
FeI      25  2463.392   2.542E-04
FeI      25  2167.453   1.226E-04
FeII     25  2600.173   1.449E-04
FeII     25  2586.650   1.452E-04
FeII     25  2382.765   1.539E-04
FeII     25  2374.461   1.514E-04
FeII     25  2367.590   1.500E-04
FeII     25  2344.214   1.297E-04
FeII     25  2260.780   1.204E-04
FeII     25  2234.447   1.268E-04
FeII     25  2249.877   1.537E-04
FeII     25  1901.773   6.320E-08
FeII     25  1611.200   9.512E-05
FeII     25  1608.451   9.097E-05
FeII     25  1588.688   1.604E-07
FeII     25  1260.533   3.278E-05
FeII     25  1144.938   8.319E-05
FeII     25  1143.226   2.315E-05
FeII     25  1142.366   6.036E-06
FeII     25  1133.665   7.161E-06
FeII     25  1127.098   1.370E-06
FeII     25  1125.448   2.393E-05
FeII     25  1121.975   4.447E-05
