3000	0.941471	0.171516
3000.1	0.941989	0.171038
3000.2	0.941824	0.169546
3000.3	0.942254	0.17114
3000.4	0.943047	0.172993
3000.5	0.944033	0.171999
3000.6	0.945125	0.16942
3000.7	0.947153	0.163011
3000.8	0.949381	0.157287
3000.9	0.94832	0.157824
3001	0.945574	0.162105
3001.1	0.942704	0.168096
3001.2	0.940339	0.174389
3001.3	0.937565	0.179534
3001.4	0.936264	0.17968
3001.5	0.935961	0.181141
3001.6	0.936017	0.181714
3001.7	0.936155	0.180797
3001.8	0.9355	0.185005
3001.9	0.934655	0.187784
3002	0.935414	0.186022
3002.1	0.936698	0.185917
3002.2	0.936618	0.190044
3002.3	0.937011	0.188758
3002.4	0.936263	0.189732
3002.5	0.934743	0.192366
3002.6	0.933805	0.192909
3002.7	0.93422	0.189059
3002.8	0.933845	0.190446
3002.9	0.934263	0.189347
3003	0.935548	0.185444
3003.1	0.936078	0.183372
3003.2	0.937083	0.180786
3003.3	0.939261	0.176856
3003.4	0.941748	0.174035
3003.5	0.942192	0.175103
3003.6	0.940537	0.174096
3003.7	0.937069	0.179099
3003.8	0.936314	0.181677
3003.9	0.935584	0.18279
3004	0.933392	0.18857
3004.1	0.93098	0.195705
3004.2	0.929732	0.198924
3004.3	0.929662	0.198393
3004.4	0.93037	0.197516
3004.5	0.931183	0.195389
3004.6	0.929303	0.197961
3004.7	0.926718	0.202351
3004.8	0.925315	0.203112
3004.9	0.92499	0.205351
3005	0.925893	0.202229
3005.1	0.929035	0.19766
3005.2	0.932426	0.194297
3005.3	0.934193	0.191036
3005.4	0.933946	0.191888
3005.5	0.932734	0.193816
3005.6	0.933445	0.191417
3005.7	0.935742	0.188101
3005.8	0.938679	0.183337
3005.9	0.939692	0.183062
3006	0.940153	0.181113
3006.1	0.941901	0.174084
3006.2	0.942724	0.171818
3006.3	0.941052	0.178176
3006.4	0.939264	0.182068
3006.5	0.938	0.182805
3006.6	0.937772	0.180078
3006.7	0.936975	0.180024
3006.8	0.936492	0.181391
3006.9	0.936832	0.18112
3007	0.938146	0.17892
3007.1	0.938968	0.176878
3007.2	0.938347	0.177225
3007.3	0.936216	0.184588
3007.4	0.935542	0.186041
3007.5	0.933135	0.189531
3007.6	0.930885	0.191656
3007.7	0.92862	0.194601
3007.8	0.928675	0.195507
3007.9	0.930043	0.196078
3008	0.930439	0.196058
3008.1	0.92946	0.196944
3008.2	0.927924	0.198017
3008.3	0.928744	0.192288
3008.4	0.930885	0.186785
3008.5	0.932065	0.18357
3008.6	0.932823	0.185046
3008.7	0.933286	0.187398
3008.8	0.934494	0.185755
3008.9	0.935472	0.180991
3009	0.935884	0.176374
3009.1	0.936768	0.174291
3009.2	0.937696	0.175478
3009.3	0.938495	0.175675
3009.4	0.939087	0.177465
3009.5	0.939168	0.178676
3009.6	0.938248	0.181708
3009.7	0.936972	0.183393
3009.8	0.93616	0.184693
3009.9	0.935191	0.185023
3010	0.933449	0.188357
3010.1	0.932599	0.189541
3010.2	0.932884	0.188151
3010.3	0.932264	0.191589
3010.4	0.931329	0.19481
3010.5	0.931663	0.192619
3010.6	0.933706	0.18844
3010.7	0.936468	0.182772
3010.8	0.937695	0.180238
3010.9	0.937271	0.181825
3011	0.937127	0.182362
3011.1	0.93889	0.179149
3011.2	0.94103	0.172697
3011.3	0.941915	0.168083
3011.4	0.942036	0.171398
3011.5	0.941487	0.175868
3011.6	0.941375	0.174464
3011.7	0.941159	0.170664
3011.8	0.941074	0.169755
3011.9	0.941301	0.171984
3012	0.943042	0.164968
3012.1	0.943867	0.159625
3012.2	0.941652	0.165547
3012.3	0.93913	0.172582
3012.4	0.936331	0.178948
3012.5	0.932693	0.188387
3012.6	0.928595	0.199234
3012.7	0.926903	0.203673
3012.8	0.927468	0.201361
3012.9	0.928053	0.20184
3013	0.927051	0.206307
3013.1	0.926331	0.209979
3013.2	0.92759	0.207294
3013.3	0.928528	0.205009
3013.4	0.930438	0.201645
3013.5	0.93312	0.194858
3013.6	0.93353	0.191648
3013.7	0.933535	0.192368
3013.8	0.935441	0.189043
3013.9	0.937203	0.183558
3014	0.938803	0.17722
3014.1	0.938716	0.173494
3014.2	0.937474	0.17706
3014.3	0.936628	0.177
3014.4	0.937311	0.176298
3014.5	0.938666	0.17416
3014.6	0.937678	0.176796
3014.7	0.933971	0.184507
3014.8	0.930946	0.190432
3014.9	0.930428	0.189974
3015	0.932389	0.184455
3015.1	0.934984	0.178946
3015.2	0.937562	0.172526
3015.3	0.938735	0.172605
3015.4	0.939007	0.175203
3015.5	0.939195	0.175856
3015.6	0.940154	0.174342
3015.7	0.942673	0.164315
3015.8	0.945194	0.155827
3015.9	0.947545	0.154477
3016	0.94964	0.151371
3016.1	0.950348	0.150146
3016.2	0.949334	0.154354
3016.3	0.948913	0.157241
3016.4	0.947594	0.160593
3016.5	0.946303	0.16042
3016.6	0.946328	0.158935
3016.7	0.944936	0.163725
3016.8	0.942676	0.171267
3016.9	0.939942	0.176306
3017	0.93797	0.180022
3017.1	0.93744	0.183608
3017.2	0.937312	0.184247
3017.3	0.937824	0.182396
3017.4	0.939577	0.176523
3017.5	0.941661	0.170407
3017.6	0.943357	0.166624
