3000	0.524575	0.365079
3000.1	0.522862	0.366335
3000.2	0.51923	0.366022
3000.3	0.516506	0.363237
3000.4	0.514956	0.361408
3000.5	0.517537	0.361488
3000.6	0.522283	0.363033
3000.7	0.525767	0.365174
3000.8	0.528109	0.364934
3000.9	0.528875	0.363434
3001	0.530536	0.362544
3001.1	0.53197	0.363618
3001.2	0.532105	0.363558
3001.3	0.534899	0.362109
3001.4	0.537727	0.360622
3001.5	0.538039	0.35987
3001.6	0.536216	0.360228
3001.7	0.533439	0.362026
3001.8	0.534498	0.360972
3001.9	0.536959	0.359838
3002	0.538684	0.359547
3002.1	0.540684	0.357974
3002.2	0.542165	0.358391
3002.3	0.54344	0.359463
3002.4	0.544439	0.361057
3002.5	0.544396	0.363012
3002.6	0.542728	0.363301
3002.7	0.540616	0.361612
3002.8	0.539822	0.359311
3002.9	0.537379	0.359672
3003	0.53503	0.360735
3003.1	0.534359	0.362048
3003.2	0.534707	0.362843
3003.3	0.535476	0.362505
3003.4	0.535095	0.364159
3003.5	0.534816	0.364941
3003.6	0.537279	0.365202
3003.7	0.540541	0.365414
3003.8	0.542394	0.365586
3003.9	0.54328	0.365753
3004	0.543981	0.364829
3004.1	0.541454	0.363624
3004.2	0.539	0.363781
3004.3	0.537785	0.363015
3004.4	0.537615	0.362556
3004.5	0.535459	0.362945
3004.6	0.532452	0.363626
3004.7	0.530548	0.363421
3004.8	0.529829	0.363028
3004.9	0.531903	0.365932
3005	0.534098	0.368755
3005.1	0.535287	0.369167
3005.2	0.534403	0.369075
3005.3	0.532589	0.368123
3005.4	0.531141	0.367641
3005.5	0.528726	0.368222
3005.6	0.529249	0.368959
3005.7	0.533487	0.368546
3005.8	0.536065	0.368181
3005.9	0.537958	0.366265
3006	0.539044	0.365648
3006.1	0.540637	0.363791
3006.2	0.542716	0.363074
3006.3	0.545412	0.362745
3006.4	0.548883	0.363278
3006.5	0.551345	0.360856
3006.6	0.5526	0.359443
3006.7	0.554292	0.358959
3006.8	0.553662	0.359374
3006.9	0.55102	0.359998
3007	0.548305	0.360785
3007.1	0.545935	0.361149
3007.2	0.546768	0.358937
3007.3	0.550036	0.359228
3007.4	0.550359	0.361569
3007.5	0.549404	0.364341
3007.6	0.548245	0.367191
3007.7	0.545546	0.368869
3007.8	0.544737	0.366976
3007.9	0.541363	0.364346
3008	0.540214	0.363911
3008.1	0.541107	0.363628
3008.2	0.541799	0.364069
3008.3	0.543841	0.363724
3008.4	0.548082	0.361733
3008.5	0.551885	0.362172
3008.6	0.552213	0.364313
3008.7	0.551268	0.363148
3008.8	0.550684	0.362374
3008.9	0.551182	0.361196
3009	0.552433	0.35894
3009.1	0.552984	0.358816
3009.2	0.550782	0.358283
3009.3	0.545707	0.356477
3009.4	0.541146	0.356728
3009.5	0.539023	0.358634
3009.6	0.538087	0.361235
3009.7	0.539496	0.361207
3009.8	0.540873	0.361873
3009.9	0.542026	0.361002
3010	0.542763	0.361897
3010.1	0.545937	0.362634
3010.2	0.547812	0.36426
3010.3	0.552752	0.362852
3010.4	0.558447	0.361062
3010.5	0.559363	0.363966
3010.6	0.55767	0.365724
3010.7	0.555079	0.364609
3010.8	0.553152	0.362407
3010.9	0.552901	0.361284
3011	0.552469	0.361214
3011.1	0.553482	0.360966
3011.2	0.557078	0.359155
3011.3	0.560719	0.358739
3011.4	0.563392	0.358852
3011.5	0.564345	0.360104
3011.6	0.563002	0.360794
3011.7	0.56109	0.359998
3011.8	0.559567	0.359239
3011.9	0.556644	0.358765
3012	0.552673	0.359345
3012.1	0.550547	0.361268
3012.2	0.548536	0.362563
3012.3	0.546848	0.361835
3012.4	0.545273	0.360306
3012.5	0.543333	0.361355
3012.6	0.544782	0.363647
3012.7	0.544801	0.365096
3012.8	0.542169	0.364794
3012.9	0.540778	0.360875
3013	0.541444	0.35734
3013.1	0.538977	0.357726
3013.2	0.536714	0.359421
3013.3	0.539019	0.36017
3013.4	0.542725	0.359869
3013.5	0.547088	0.359328
3013.6	0.550581	0.361272
3013.7	0.552459	0.361681
3013.8	0.554449	0.362398
3013.9	0.553348	0.364341
3014	0.551063	0.365071
3014.1	0.549402	0.365599
3014.2	0.548063	0.365127
3014.3	0.547117	0.364676
3014.4	0.548795	0.36371
3014.5	0.551483	0.362357
3014.6	0.553238	0.362529
3014.7	0.554172	0.362534
3014.8	0.554644	0.362311
3014.9	0.553096	0.362574
3015	0.550262	0.362034
3015.1	0.54826	0.362398
3015.2	0.548311	0.362956
3015.3	0.550603	0.362216
3015.4	0.550231	0.359862
3015.5	0.546701	0.359272
3015.6	0.544484	0.362206
3015.7	0.545652	0.362609
3015.8	0.54631	0.362807
3015.9	0.547628	0.362752
3016	0.550433	0.364
3016.1	0.552266	0.36588
3016.2	0.553775	0.366236
3016.3	0.554798	0.365172
