3000	0.898312	0.22131
3000.1	0.898725	0.220956
3000.2	0.89965	0.220124
3000.3	0.900888	0.21802
3000.4	0.901934	0.216527
3000.5	0.902569	0.216234
3000.6	0.902601	0.216006
3000.7	0.901932	0.216472
3000.8	0.900771	0.217358
3000.9	0.900095	0.218065
3001	0.899747	0.219555
3001.1	0.899749	0.219803
3001.2	0.900425	0.21793
3001.3	0.90105	0.217061
3001.4	0.90133	0.217107
3001.5	0.901065	0.218422
3001.6	0.900852	0.217823
3001.7	0.900274	0.219021
3001.8	0.899914	0.219306
3001.9	0.899593	0.219278
3002	0.899071	0.220852
3002.1	0.898514	0.222059
3002.2	0.898132	0.222344
3002.3	0.897412	0.222818
3002.4	0.896866	0.223803
3002.5	0.897041	0.223484
3002.6	0.898068	0.221797
3002.7	0.899021	0.221224
3002.8	0.899167	0.22059
3002.9	0.898865	0.220689
3003	0.899573	0.218357
3003.1	0.899932	0.217345
3003.2	0.899424	0.217296
3003.3	0.898494	0.218833
3003.4	0.897009	0.221953
3003.5	0.895925	0.223079
3003.6	0.895079	0.223213
3003.7	0.894612	0.223499
3003.8	0.894038	0.22407
3003.9	0.894134	0.223627
3004	0.895318	0.221793
3004.1	0.896412	0.220897
3004.2	0.89774	0.22037
3004.3	0.899047	0.219443
3004.4	0.900178	0.217756
3004.5	0.901449	0.216365
3004.6	0.903296	0.21359
3004.7	0.904163	0.21158
3004.8	0.903982	0.211256
3004.9	0.903399	0.212157
3005	0.902396	0.214834
3005.1	0.901311	0.21726
3005.2	0.900737	0.217535
3005.3	0.899047	0.219621
3005.4	0.897162	0.223325
3005.5	0.897404	0.223583
3005.6	0.898647	0.221882
3005.7	0.89885	0.222746
3005.8	0.898178	0.223729
3005.9	0.89743	0.223713
3006	0.896807	0.223514
3006.1	0.896579	0.223598
3006.2	0.897434	0.221655
3006.3	0.899006	0.218672
3006.4	0.900196	0.216227
3006.5	0.900137	0.21655
3006.6	0.899742	0.218973
3006.7	0.899697	0.220143
3006.8	0.899993	0.220823
3006.9	0.900574	0.220911
3007	0.901093	0.220777
3007.1	0.901249	0.219694
3007.2	0.90052	0.220026
